custom_date,PM10 (ug/m3),PM2.5 (ug/m3),NO2 (ug/m3),Ozone (ug/m3),CO (mg/m3),SO2 (ug/m3),NH3 (ug/m3),NOx (ppb),PM10_SubIndex,PM2.5_SubIndex,NO2_SubIndex,O3_SubIndex,CO_SubIndex,SO2_SubIndex,NH3_SubIndex,AQI
2019-10-08,50.32,27.59,30.23,23.13,0.48,1.75,20.22,28.2,,45.98,37.79,23.13,24.0,2.19,5.05,45.98
2019-10-09,44.05,21.02,25.93,22.44,0.36,2.73,19.4,20.32,44.05,35.03,32.41,22.44,18.0,3.41,4.85,44.05
2019-10-10,42.19,22.62,23.71,21.22,0.28,3.03,19.35,17.02,42.19,37.7,29.64,21.22,14.0,3.79,4.84,42.19
2019-10-11,43.07,22.61,30.1,16.13,0.43,4.57,19.05,32.17,43.07,37.68,37.62,16.13,21.5,5.71,4.76,43.07
2019-10-12,38.27,13.78,25.36,9.86,0.51,3.41,17.74,53.35,38.27,22.97,31.7,9.86,25.5,4.26,4.43,38.27
2019-10-13,35.89,13.0,25.86,12.61,0.49,2.48,17.73,46.84,35.89,21.67,32.33,12.61,24.5,3.1,4.43,35.89
2019-10-14,27.82,8.61,22.55,16.9,0.34,3.35,17.2,33.35,27.82,14.35,28.19,16.9,17.0,4.19,4.3,28.19
2019-10-15,29.85,9.47,31.38,24.25,0.39,1.59,17.73,32.24,29.85,15.78,39.23,24.25,19.5,1.99,4.43,39.23
2019-10-16,23.96,8.75,26.09,17.07,0.39,3.07,16.83,42.24,23.96,14.58,32.61,17.07,19.5,3.84,4.21,32.61
2019-10-17,26.83,8.94,27.56,17.24,0.4,2.49,17.13,46.04,26.83,14.9,34.45,17.24,20.0,3.11,4.28,34.45
2019-10-18,25.25,6.01,22.27,16.3,0.55,2.85,17.12,34.86,25.25,10.02,27.84,16.3,27.5,3.56,4.28,27.84
2019-10-19,35.51,11.92,27.87,17.18,0.47,2.58,17.06,45.01,35.51,19.87,34.84,17.18,23.5,3.23,4.26,35.51
2019-10-20,26.32,7.86,28.92,19.73,0.48,2.04,16.9,37.34,26.32,13.1,36.15,19.73,24.0,2.55,4.22,36.15
2019-10-21,30.57,9.93,36.02,19.16,0.52,2.2,16.92,47.55,30.57,16.55,45.03,19.16,26.0,2.75,4.23,45.03
2019-10-22,22.58,6.11,36.04,18.77,0.46,1.78,16.26,36.79,22.58,10.18,45.05,18.77,23.0,2.23,4.07,45.05
2019-10-23,24.99,7.1,47.95,15.24,0.46,1.96,12.34,41.82,24.99,11.83,49.99,15.24,23.0,2.45,3.08,49.99
2019-10-24,25.12,6.11,25.83,16.03,0.09,3.34,16.05,23.44,25.12,10.18,32.29,16.03,4.5,4.17,4.01,32.29
2019-10-25,31.68,10.83,23.04,19.39,0.16,4.23,17.37,21.64,31.68,18.05,28.8,19.39,8.0,5.29,4.34,31.68
2019-10-26,29.28,8.67,15.98,22.49,0.52,4.83,17.26,12.69,29.28,14.45,19.98,22.49,26.0,6.04,4.32,29.28
2019-10-27,42.11,16.26,25.16,18.74,0.62,4.33,17.46,26.78,42.11,27.1,31.45,18.74,31.0,5.41,4.37,42.11
2019-10-28,27.91,6.75,18.76,16.19,0.63,4.54,17.23,22.9,27.91,11.25,23.45,16.19,31.5,5.67,4.31,31.5
2019-10-29,21.54,4.39,26.51,25.62,0.78,4.61,14.29,24.01,21.54,7.32,33.14,25.62,39.0,5.76,3.57,39.0
2019-10-30,18.43,5.66,27.09,15.82,0.69,4.34,13.45,32.15,18.43,9.43,33.86,15.82,34.5,5.42,3.36,34.5
2019-10-31,28.47,7.53,28.04,17.84,0.75,5.44,13.68,25.44,28.47,12.55,35.05,17.84,37.5,6.8,3.42,37.5
2019-11-01,33.64,10.59,30.33,16.25,0.58,5.0,13.83,37.01,33.64,17.65,37.91,16.25,29.0,6.25,3.46,37.91
2019-11-02,49.26,18.25,35.09,16.12,0.8,10.08,14.54,49.54,49.26,30.42,43.86,16.12,40.0,12.6,3.63,49.26
2019-11-03,87.15,43.34,43.87,23.64,0.68,7.2,17.19,45.85,87.15,52.54,44.86,23.64,34.0,9.0,4.3,87.15
2019-11-04,92.11,46.71,59.31,27.93,0.73,7.85,17.0,57.68,92.11,58.23,64.26,27.93,36.5,9.81,4.25,92.11
2019-11-05,105.38,51.76,56.41,32.64,0.82,5.96,18.16,47.14,103.57,66.77,60.62,32.64,41.0,7.45,4.54,103.57
2019-11-06,119.64,60.07,60.23,30.83,0.91,5.26,21.71,50.04,113.05,,65.42,30.83,45.5,6.57,5.43,113.05
2019-11-07,113.23,51.84,39.22,31.05,0.98,4.79,22.65,35.04,108.79,66.9,49.02,31.05,49.0,5.99,5.66,108.79
2019-11-08,105.51,47.69,39.3,24.71,0.85,3.95,22.22,35.68,103.66,59.89,49.12,24.71,42.5,4.94,5.55,103.66
2019-11-09,101.45,40.07,41.78,24.34,1.01,5.51,22.14,40.33,100.96,47.01,42.24,24.34,,6.89,5.54,100.96
2019-11-10,112.15,49.86,61.07,30.29,0.8,5.87,21.35,52.21,108.07,63.56,66.47,30.29,40.0,7.34,5.34,108.07
2019-11-11,53.3,18.52,31.47,36.33,0.55,5.39,18.16,26.21,53.3,30.87,39.34,36.33,27.5,6.74,4.54,53.3
2019-11-12,42.05,13.49,18.54,36.59,0.6,4.7,18.32,16.47,42.05,22.48,23.17,36.59,30.0,5.88,4.58,42.05
2019-11-13,38.76,11.99,16.25,35.68,0.61,4.2,18.04,15.43,38.76,19.98,20.31,35.68,30.5,5.25,4.51,38.76
2019-11-14,28.93,6.98,27.07,17.98,1.06,5.1,17.42,35.49,28.93,11.63,33.84,17.98,,6.38,4.36,33.84
2019-11-15,33.44,9.5,20.61,13.59,0.56,4.11,17.53,36.45,33.44,15.83,25.76,13.59,28.0,5.14,4.38,33.44
2019-11-16,50.72,19.59,30.8,20.43,0.48,4.85,17.67,38.53,,32.65,38.5,20.43,24.0,6.06,4.42,38.5
2019-11-17,53.41,21.62,30.13,31.63,0.15,4.9,17.91,26.59,53.41,36.03,37.66,31.63,7.5,6.12,4.48,53.41
2019-11-18,28.06,8.75,15.18,17.37,0.44,4.89,17.22,22.11,28.06,14.58,18.98,17.37,22.0,6.11,4.3,28.06
2019-11-19,39.61,14.42,23.41,19.72,0.48,4.89,17.38,33.31,39.61,24.03,29.26,19.72,24.0,6.11,4.34,39.61
2019-11-20,47.22,13.79,15.3,36.76,0.49,3.76,18.24,14.33,47.22,22.98,19.12,36.76,24.5,4.7,4.56,47.22
2019-11-21,65.55,27.07,20.43,40.68,0.61,5.14,18.71,17.11,65.55,45.12,25.54,40.68,30.5,6.42,4.68,65.55
2019-11-22,57.54,22.07,32.02,28.97,0.69,4.25,17.47,32.25,57.54,36.78,40.03,28.97,34.5,5.31,4.37,57.54
2019-11-23,80.93,28.24,31.61,35.8,0.46,5.16,19.06,28.98,80.93,47.07,39.51,35.8,23.0,6.45,4.76,80.93
2019-11-24,80.32,33.16,39.42,33.61,0.6,5.42,18.97,33.61,80.32,35.34,49.28,33.61,30.0,6.78,4.74,80.32
2019-11-25,69.09,25.42,20.57,41.09,0.49,4.9,18.78,17.24,69.09,42.37,25.71,41.09,24.5,6.12,4.7,69.09
2019-11-26,68.4,20.5,17.82,41.41,0.55,5.95,18.77,15.5,68.4,34.17,22.27,41.41,27.5,7.44,4.69,68.4
2019-11-27,40.78,13.34,20.69,29.28,1.02,3.95,24.77,20.72,40.78,22.23,25.86,29.28,,4.94,6.19,40.78
2019-11-28,26.36,10.87,16.59,24.81,0.52,17.89,23.5,18.07,26.36,18.12,20.74,24.81,26.0,22.36,5.88,26.36
2019-11-29,29.58,12.18,11.99,21.7,0.31,3.92,16.45,13.71,29.58,20.3,14.99,21.7,15.5,4.9,4.11,29.58
2019-11-30,20.67,8.32,16.74,20.99,0.63,4.14,16.62,18.71,20.67,13.87,20.92,20.99,31.5,5.17,4.16,31.5
2019-12-01,15.43,6.56,18.25,21.05,1.52,4.03,16.54,24.38,15.43,10.93,22.81,21.05,29.31,5.04,4.13,29.31
2019-12-02,33.09,14.54,11.78,20.74,3.88,4.4,17.57,14.58,33.09,24.23,14.72,20.74,25.56,5.5,4.39,33.09
2019-12-03,54.11,29.61,11.88,31.8,,4.58,18.87,11.65,54.11,49.35,14.85,31.8,,5.72,4.72,54.11
2019-12-04,68.33,41.02,10.62,36.59,,4.19,19.81,10.14,68.33,48.62,13.27,36.59,,5.24,4.95,68.33
2019-12-05,81.54,49.12,17.53,36.79,,4.8,21.22,14.76,81.54,62.31,21.91,36.79,,6.0,5.3,81.54
2019-12-06,76.33,45.99,25.08,30.42,,2.65,19.61,22.39,76.33,57.02,31.35,30.42,,3.31,4.9,76.33
2019-12-07,35.27,15.89,32.14,22.93,,3.97,18.14,37.76,35.27,26.48,40.17,22.93,,4.96,4.54,40.17
2019-12-08,31.16,11.23,23.23,22.8,,4.54,17.32,24.52,31.16,18.72,29.04,22.8,,5.67,4.33,31.16
2019-12-09,30.18,9.71,14.36,24.06,,4.12,17.65,16.17,30.18,16.18,17.95,24.06,,5.15,4.41,30.18
2019-12-10,36.18,14.38,14.39,23.11,,4.33,16.94,17.59,36.18,23.97,17.99,23.11,,5.41,4.24,36.18
2019-12-11,41.7,18.58,16.03,22.5,,5.86,17.4,21.29,41.7,30.97,20.04,22.5,,7.33,4.35,41.7
2019-12-12,40.15,18.35,14.59,21.56,,5.37,17.97,19.21,40.15,30.58,18.24,21.56,,6.71,4.49,40.15
2019-12-13,39.04,15.96,14.46,19.48,0.57,4.35,18.74,18.94,39.04,26.6,18.08,19.48,28.5,5.44,4.68,39.04
2019-12-14,39.69,16.74,15.49,24.15,0.62,4.41,18.2,16.99,39.69,27.9,19.36,24.15,31.0,5.51,4.55,39.69
2019-12-15,44.2,19.64,14.05,21.95,0.46,5.24,17.68,17.35,44.2,32.73,17.56,21.95,23.0,6.55,4.42,44.2
2019-12-16,30.3,14.34,13.59,22.59,0.51,2.95,17.54,17.55,30.3,23.9,16.99,22.59,25.5,3.69,4.38,30.3
2019-12-17,71.86,42.51,10.43,34.41,0.44,3.95,18.91,10.78,71.86,51.14,13.04,34.41,22.0,4.94,4.73,71.86
2019-12-18,56.91,29.06,11.1,28.7,0.52,4.03,18.29,11.95,56.91,48.43,13.88,28.7,26.0,5.04,4.57,56.91
2019-12-19,67.35,37.69,14.12,27.71,0.42,4.08,18.09,16.46,67.35,42.99,17.65,27.71,21.0,5.1,4.52,67.35
2019-12-20,86.18,50.29,19.06,25.47,0.63,4.43,19.05,20.57,86.18,64.28,23.82,25.47,31.5,5.54,4.76,86.18
2019-12-21,83.1,47.64,21.84,32.48,0.61,4.4,20.22,22.09,83.1,59.81,27.3,32.48,30.5,5.5,5.05,83.1
2019-12-22,78.44,45.9,28.2,31.41,0.47,5.17,20.24,25.37,78.44,56.87,35.25,31.41,23.5,6.46,5.06,78.44
2019-12-23,69.54,39.92,31.88,25.67,0.55,5.08,19.62,31.55,69.54,46.76,39.85,25.67,27.5,6.35,4.91,69.54
2019-12-24,80.49,46.22,33.82,25.43,0.65,5.56,20.53,35.05,80.49,57.41,42.27,25.43,32.5,6.95,5.13,80.49
2019-12-25,70.89,33.68,26.01,23.4,0.54,4.48,19.44,29.36,70.89,36.22,32.51,23.4,27.0,5.6,4.86,70.89
2019-12-26,51.61,24.58,27.84,17.43,0.56,5.58,18.72,41.7,51.61,40.97,34.8,17.43,28.0,6.97,4.68,51.61
2019-12-27,41.3,19.32,22.95,19.96,0.3,5.42,18.41,29.68,41.3,32.2,28.69,19.96,15.0,6.78,4.6,41.3
2019-12-28,52.22,26.49,25.92,21.11,0.37,4.0,19.1,34.59,52.22,44.15,32.4,21.11,18.5,5.0,4.78,52.22
2019-12-29,70.35,37.58,34.03,24.38,0.56,5.49,20.21,37.32,70.35,42.81,42.54,24.38,28.0,6.86,5.05,70.35
2019-12-30,52.97,27.75,26.41,29.83,0.52,4.73,19.4,27.42,52.97,46.25,33.01,29.83,26.0,5.91,4.85,52.97
2019-12-31,,25.58,20.09,27.43,0.39,6.24,19.02,20.04,,42.63,25.11,27.43,19.5,7.8,4.75,42.63
2020-01-01,21.5,14.3,17.3,18.58,0.59,6.41,18.38,25.14,21.5,23.83,21.62,18.58,29.5,8.01,4.59,29.5
2020-01-02,,19.89,18.42,18.1,0.46,4.66,19.2,20.87,,33.15,23.03,18.1,23.0,5.83,4.8,33.15
2020-01-03,,15.67,17.85,15.71,0.4,4.18,18.52,19.82,,26.12,22.31,15.71,20.0,5.22,4.63,26.12
2020-01-04,46.71,20.6,18.39,17.19,0.44,4.13,18.95,19.2,46.71,34.33,22.99,17.19,22.0,5.16,4.74,46.71
2020-01-05,35.92,16.36,25.33,16.49,0.57,5.12,18.55,33.64,35.92,27.27,31.66,16.49,28.5,6.4,4.64,35.92
2020-01-06,30.18,12.51,17.69,15.58,0.28,4.33,17.89,31.95,30.18,20.85,22.11,15.58,14.0,5.41,4.47,30.18
2020-01-07,44.17,19.15,17.52,24.98,0.45,5.02,18.72,19.98,44.17,31.92,21.9,24.98,22.5,6.27,4.68,44.17
2020-01-08,55.29,30.47,26.44,24.4,0.3,2.55,19.1,29.09,55.29,,33.05,24.4,15.0,3.19,4.78,55.29
2020-01-09,55.61,30.9,35.57,23.82,0.27,1.43,18.02,39.53,55.61,,44.46,23.82,13.5,1.79,4.5,55.61
2020-01-10,50.78,29.42,23.71,24.35,0.18,1.79,18.86,26.5,,49.03,29.64,24.35,9.0,2.24,4.71,49.03
2020-01-11,58.5,33.72,25.74,24.85,0.33,3.38,19.17,26.31,58.5,36.29,32.17,24.85,16.5,4.22,4.79,58.5
2020-01-12,101.31,65.9,45.2,19.42,0.55,4.45,20.98,50.76,100.87,80.14,46.53,19.42,27.5,5.56,5.25,100.87
2020-01-13,99.66,66.73,53.58,23.5,0.58,6.45,20.63,60.35,99.66,82.97,57.06,23.5,29.0,8.06,5.16,99.66
2020-01-14,106.95,78.97,41.97,29.52,0.54,5.84,20.76,41.85,104.62,124.76,42.48,29.52,27.0,7.3,5.19,124.76
2020-01-15,43.36,27.76,27.19,26.61,0.21,2.2,18.67,27.07,43.36,46.27,33.99,26.61,10.5,2.75,4.67,46.27
2020-01-16,39.85,23.84,31.09,24.35,0.31,5.12,17.9,30.85,39.85,39.73,38.86,24.35,15.5,6.4,4.47,39.85
2020-01-17,35.9,19.29,22.27,21.59,0.2,4.58,17.43,22.34,35.9,32.15,27.84,21.59,10.0,5.72,4.36,35.9
2020-01-18,35.66,18.39,20.29,15.46,0.3,4.6,17.31,28.44,35.66,30.65,25.36,15.46,15.0,5.75,4.33,35.66
2020-01-19,43.34,25.08,28.22,17.38,0.41,6.04,17.74,41.44,43.34,41.8,35.27,17.38,20.5,7.55,4.43,43.34
2020-01-20,46.86,26.95,31.42,27.09,0.29,5.51,17.96,32.91,46.86,44.92,39.28,27.09,14.5,6.89,4.49,46.86
2020-01-21,45.9,24.07,25.08,26.23,0.31,5.26,17.98,26.54,45.9,40.12,31.35,26.23,15.5,6.57,4.5,45.9
2020-01-22,54.36,31.08,22.12,26.97,0.32,4.75,19.07,22.0,54.36,31.82,27.65,26.97,16.0,5.94,4.77,54.36
2020-01-23,62.29,39.08,31.25,22.92,0.42,4.88,19.12,33.5,62.29,45.34,39.06,22.92,21.0,6.1,4.78,62.29
2020-01-24,63.8,39.6,44.74,26.67,0.33,11.02,18.66,47.45,63.8,46.22,45.96,26.67,16.5,13.77,4.67,63.8
2020-01-25,43.78,26.7,47.15,25.24,0.19,5.85,17.87,56.19,43.78,44.5,48.98,25.24,9.5,7.31,4.47,48.98
2020-01-26,74.68,46.16,66.49,24.56,0.49,6.94,19.64,76.9,74.68,57.3,73.28,24.56,24.5,8.68,4.91,74.68
2020-01-27,72.05,44.24,32.57,39.78,0.23,6.37,20.54,27.01,72.05,54.06,40.71,39.78,11.5,7.96,5.13,72.05
2020-01-28,68.24,43.7,21.61,34.37,0.34,10.3,21.42,14.43,68.24,53.15,27.01,34.37,17.0,12.88,5.36,68.24
2020-01-29,64.81,37.67,22.27,28.95,0.29,6.2,20.46,17.19,64.81,42.96,27.84,28.95,14.5,7.75,5.12,64.81
2020-01-30,58.79,30.22,29.23,30.72,0.22,5.85,19.51,22.9,58.79,,36.54,30.72,11.0,7.31,4.88,58.79
2020-01-31,61.81,31.32,31.11,26.61,0.24,4.63,20.3,24.27,61.81,32.23,38.89,26.61,12.0,5.79,5.08,61.81
2020-02-01,68.51,35.73,32.97,22.24,0.33,5.48,20.78,37.48,68.51,39.68,41.21,22.24,16.5,6.85,5.2,68.51
2020-02-02,62.34,36.62,30.79,25.75,0.33,6.25,30.12,39.59,62.34,41.19,38.49,25.75,16.5,7.81,7.53,62.34
2020-02-03,44.62,26.39,28.86,19.33,1.01,6.05,14.19,37.17,44.62,43.98,36.08,19.33,,7.56,3.55,44.62
2020-02-04,52.26,28.49,26.01,20.76,1.49,4.86,12.91,30.59,52.26,47.48,32.51,20.76,27.68,6.08,3.23,52.26
2020-02-05,57.02,31.9,33.14,28.99,1.48,8.31,10.84,32.71,57.02,33.21,41.42,28.99,27.13,10.39,2.71,57.02
2020-02-06,48.64,21.25,25.1,26.14,1.46,5.11,10.33,20.79,48.64,35.42,31.38,26.14,26.04,6.39,2.58,48.64
2020-02-07,49.67,20.35,19.55,27.0,0.47,4.88,10.27,15.57,49.67,33.92,24.44,27.0,23.5,6.1,2.57,49.67
2020-02-08,55.14,25.71,26.17,23.08,0.26,4.99,10.54,23.4,55.14,42.85,32.71,23.08,13.0,6.24,2.63,55.14
2020-02-09,45.22,24.23,20.79,27.51,0.3,4.78,9.72,20.51,45.22,40.38,25.99,27.51,15.0,5.98,2.43,45.22
2020-02-10,46.84,27.16,20.27,40.62,0.49,4.47,9.63,18.8,46.84,45.27,25.34,40.62,24.5,5.59,2.41,46.84
2020-02-11,44.57,26.64,19.64,33.69,0.24,5.51,10.03,17.15,44.57,44.4,24.55,33.69,12.0,6.89,2.51,44.57
2020-02-12,54.57,30.77,36.07,28.14,0.19,6.91,10.66,35.55,54.57,,45.09,28.14,9.5,8.64,2.67,54.57
2020-02-13,67.11,42.17,52.67,41.74,0.23,5.76,11.1,59.44,67.11,50.56,55.92,41.74,11.5,7.2,2.77,67.11
2020-02-14,71.04,39.27,67.23,27.51,0.22,5.88,10.41,71.49,71.04,45.66,74.21,27.51,11.0,7.35,2.6,74.21
2020-02-15,64.92,35.5,72.34,28.27,0.26,7.96,9.78,77.54,64.92,39.29,80.63,28.27,13.0,9.95,2.44,80.63
2020-02-16,43.6,22.91,57.3,28.43,0.16,5.4,9.1,58.15,43.6,38.18,61.74,28.43,8.0,6.75,2.27,61.74
2020-02-17,58.81,33.57,50.9,37.39,0.43,7.39,10.96,45.95,58.81,36.03,53.69,37.39,21.5,9.24,2.74,58.81
2020-02-18,72.34,42.92,48.6,40.1,0.63,8.12,12.75,39.33,72.34,51.83,50.81,40.1,31.5,10.15,3.19,72.34
2020-02-19,73.36,43.43,40.96,39.02,0.52,7.05,12.61,41.03,73.36,52.69,,39.02,26.0,8.81,3.15,73.36
2020-02-20,49.33,29.59,33.13,29.68,0.51,5.85,10.72,33.16,49.33,49.32,41.41,29.68,25.5,7.31,2.68,49.33
2020-02-21,38.5,19.92,29.06,25.55,0.62,4.33,10.44,28.89,38.5,33.2,36.32,25.55,31.0,5.41,2.61,38.5
2020-02-22,49.24,27.43,33.31,19.71,0.71,5.1,10.36,35.98,49.24,45.72,41.64,19.71,35.5,6.38,2.59,49.24
2020-02-23,50.91,32.79,37.72,31.38,0.67,4.53,10.63,29.21,,34.71,47.15,31.38,33.5,5.66,2.66,47.15
2020-02-24,60.15,39.49,25.35,50.76,0.49,5.81,10.59,19.63,60.15,46.03,31.69,,24.5,7.26,2.65,60.15
2020-02-25,56.91,25.53,22.64,43.65,0.62,5.86,10.19,19.57,56.91,42.55,28.3,43.65,31.0,7.33,2.55,56.91
2020-02-26,65.72,39.94,36.92,29.87,0.74,6.71,12.68,31.51,65.72,46.8,46.15,29.87,37.0,8.39,3.17,65.72
2020-02-27,68.9,43.78,28.91,31.48,0.55,6.32,12.11,23.95,68.9,53.28,36.14,31.48,27.5,7.9,3.03,68.9
2020-02-28,59.04,36.07,25.56,46.98,0.55,5.91,11.48,22.37,59.04,40.26,31.95,46.98,27.5,7.39,2.87,59.04
2020-02-29,54.99,31.35,26.48,30.89,0.56,5.08,10.54,21.67,54.99,32.28,33.1,30.89,28.0,6.35,2.63,54.99
2020-03-01,61.77,39.1,34.9,41.11,0.59,5.9,10.72,28.03,61.77,45.38,43.62,41.11,29.5,7.38,2.68,61.77
2020-03-02,76.81,44.57,40.08,40.9,0.68,5.41,11.22,31.02,76.81,54.62,,40.9,34.0,6.76,2.81,76.81
2020-03-03,86.91,50.18,41.34,52.26,0.64,13.43,12.1,29.64,86.91,64.1,41.68,52.26,32.0,16.79,3.02,86.91
2020-03-04,80.77,40.88,30.91,44.25,0.27,8.64,12.61,21.59,80.77,48.38,38.64,44.25,13.5,10.8,3.15,80.77
2020-03-05,67.15,26.91,22.19,29.68,0.17,5.87,12.17,16.33,67.15,44.85,27.74,29.68,8.5,7.34,3.04,67.15
2020-03-06,77.04,36.8,23.34,30.77,0.43,11.04,13.56,18.43,77.04,41.49,29.18,30.77,21.5,13.8,3.39,77.04
2020-03-07,53.73,30.28,23.33,29.56,0.59,6.15,11.93,19.42,53.73,,29.16,29.56,29.5,7.69,2.98,53.73
2020-03-08,58.56,24.08,32.45,18.67,0.64,3.8,9.61,27.78,58.56,40.13,40.56,18.67,32.0,4.75,2.4,58.56
2020-03-09,47.32,24.27,20.68,33.71,0.58,4.94,10.19,17.81,47.32,40.45,25.85,33.71,29.0,6.18,2.55,47.32
2020-03-10,33.96,16.99,18.19,60.57,0.53,4.54,8.67,13.41,33.96,28.32,22.74,60.57,26.5,5.67,2.17,60.57
2020-03-11,34.17,18.35,19.63,26.59,0.42,5.16,9.38,14.2,34.17,30.58,24.54,26.59,21.0,6.45,2.35,34.17
2020-03-12,43.58,21.8,25.92,24.89,0.46,5.55,9.66,22.57,43.58,36.33,32.4,24.89,23.0,6.94,2.42,43.58
2020-03-13,64.12,25.4,34.04,29.22,0.61,5.95,10.05,38.57,64.12,42.33,42.55,29.22,30.5,7.44,2.51,64.12
2020-03-14,64.43,32.71,31.92,29.83,0.63,7.69,10.47,37.92,64.43,34.58,39.9,29.83,31.5,9.61,2.62,64.43
2020-03-15,48.44,27.52,22.67,26.48,0.55,6.83,9.78,25.65,48.44,45.87,28.34,26.48,27.5,8.54,2.44,48.44
2020-03-16,50.03,32.94,23.35,20.25,0.59,6.49,9.01,29.71,,34.97,29.19,20.25,29.5,8.11,2.25,34.97
2020-03-17,43.89,21.55,18.15,31.71,0.49,6.39,7.71,20.4,43.89,35.92,22.69,31.71,24.5,7.99,1.93,43.89
2020-03-18,53.89,23.7,21.96,35.34,0.58,4.26,8.09,16.99,53.89,39.5,27.45,35.34,29.0,5.32,2.02,53.89
2020-03-19,45.51,18.27,18.36,47.81,0.53,5.01,8.32,11.11,45.51,30.45,22.95,47.81,26.5,6.26,2.08,47.81
2020-03-20,47.21,21.54,4.89,44.04,0.47,10.38,9.38,3.64,47.21,35.9,6.11,44.04,23.5,12.98,2.35,47.21
2020-03-21,43.95,20.14,7.43,43.4,0.32,8.56,7.62,4.74,43.95,33.57,9.29,43.4,16.0,10.7,1.91,43.95
2020-03-22,42.79,28.44,4.87,45.23,0.47,10.11,7.14,4.37,42.79,47.4,6.09,45.23,23.5,12.64,1.78,47.4
2020-03-23,49.25,23.53,6.98,47.36,0.46,4.58,5.58,5.78,49.25,39.22,8.73,47.36,23.0,5.72,1.4,49.25
2020-03-24,40.73,17.2,6.53,40.36,0.49,5.74,4.51,5.33,40.73,28.67,8.16,40.36,24.5,7.18,1.13,40.73
2020-03-25,28.61,15.2,5.21,36.75,0.44,4.78,4.09,4.58,28.61,25.33,6.51,36.75,22.0,5.98,1.02,36.75
2020-03-26,33.92,19.11,5.04,36.06,0.43,4.6,4.34,4.6,33.92,31.85,6.3,36.06,21.5,5.75,1.08,36.06
2020-03-27,37.78,21.63,4.37,84.31,0.35,4.97,3.8,4.13,37.78,36.05,5.46,84.31,17.5,6.21,0.95,84.31
2020-03-28,52.33,17.06,4.43,61.96,0.31,6.06,3.47,4.12,52.33,28.43,5.54,61.96,15.5,7.57,0.87,61.96
2020-03-29,25.52,11.42,3.9,56.43,0.34,5.88,3.29,3.96,25.52,19.03,4.88,56.43,17.0,7.35,0.82,56.43
2020-03-30,50.1,32.28,6.46,62.76,0.5,5.74,4.55,5.0,,33.85,8.07,62.76,25.0,7.18,1.14,62.76
2020-03-31,40.83,26.25,4.19,59.83,0.4,6.13,4.06,3.58,40.83,43.75,5.24,59.83,20.0,7.66,1.01,59.83
2020-04-01,41.53,29.22,4.25,63.28,0.4,5.38,4.32,4.04,41.53,48.7,5.31,63.28,20.0,6.72,1.08,63.28
2020-04-02,51.57,29.02,4.46,65.34,0.44,7.96,5.07,4.12,51.57,48.37,5.58,65.34,22.0,9.95,1.27,65.34
2020-04-03,50.47,30.62,4.93,47.72,0.47,5.86,5.06,4.35,,,6.16,47.72,23.5,7.33,1.26,
2020-04-04,45.91,20.84,4.61,47.85,0.45,3.79,4.24,4.3,45.91,34.73,5.76,47.85,22.5,4.74,1.06,47.85
2020-04-05,31.05,16.39,3.96,33.87,0.39,6.6,3.98,3.86,31.05,27.32,4.95,33.87,19.5,8.25,0.99,33.87
2020-04-06,40.8,21.41,5.66,30.04,0.5,6.51,4.17,4.86,40.8,35.68,7.08,30.04,25.0,8.14,1.04,40.8
2020-04-07,32.98,22.29,5.59,52.35,0.46,6.67,4.1,4.79,32.98,37.15,6.99,52.35,23.0,8.34,1.02,52.35
2020-04-08,37.31,22.44,6.59,47.51,0.49,4.27,4.36,5.27,37.31,37.4,8.24,47.51,24.5,5.34,1.09,47.51
2020-04-09,28.7,19.34,7.69,39.31,0.51,4.65,5.48,5.72,28.7,32.23,9.61,39.31,25.5,5.81,1.37,39.31
2020-04-10,18.88,13.12,9.08,32.36,0.4,6.04,5.62,6.87,18.88,21.87,11.35,32.36,20.0,7.55,1.41,32.36
2020-04-11,31.18,17.6,9.09,37.98,0.44,4.84,5.8,6.71,31.18,29.33,11.36,37.98,22.0,6.05,1.45,37.98
2020-04-12,35.61,17.31,8.19,49.99,0.46,4.76,4.77,5.81,35.61,28.85,10.24,49.99,23.0,5.95,1.19,49.99
2020-04-13,44.36,24.2,7.76,68.04,0.42,3.81,4.49,5.9,44.36,40.33,9.7,68.04,21.0,4.76,1.12,68.04
2020-04-14,38.82,20.51,8.21,57.91,0.47,5.13,4.96,6.15,38.82,34.18,10.26,57.91,23.5,6.41,1.24,57.91
2020-04-15,24.81,14.6,7.74,47.51,0.44,4.82,4.32,5.96,24.81,24.33,9.68,47.51,22.0,6.03,1.08,47.51
2020-04-16,30.53,17.58,6.86,51.94,0.48,5.65,4.57,5.49,30.53,29.3,8.58,51.94,24.0,7.06,1.14,51.94
2020-04-17,41.12,24.97,6.92,50.61,0.5,9.18,4.88,5.5,41.12,41.62,8.65,,25.0,11.47,1.22,41.62
2020-04-18,25.98,13.16,6.79,43.39,0.46,5.12,3.82,5.43,25.98,21.93,8.49,43.39,23.0,6.4,0.95,43.39
2020-04-19,24.99,12.35,6.16,36.33,0.44,6.98,3.36,4.96,24.99,20.58,7.7,36.33,22.0,8.73,0.84,36.33
2020-04-20,11.7,5.09,5.97,31.8,0.38,5.56,2.57,5.06,11.7,8.48,7.46,31.8,19.0,6.95,0.64,31.8
